CNTYVTD,VTDKEY,BellD_20P_U.S. Sen,CooperD_20P_U.S. Sen,EdwardsD_20P_U.S. Sen,FosterD_20P_U.S. Sen,GarciaD_20P_U.S. Sen,HarrisD_20P_U.S. Sen,HegarD_20P_U.S. Sen,HernandezD_20P_U.S. Sen,HunterD_20P_U.S. Sen,OceguedaD_20P_U.S. Sen,RamirezD_20P_U.S. Sen,WestD_20P_U.S. Sen
4394097,8512,8,11,7,4,41,17,31,6,4,11,39,13
4394101,8513,16,5,11,2,27,3,15,8,4,8,21,16
4394102,8514,11,8,3,0,22,1,8,2,1,5,11,5
4394107,8515,7,6,3,2,25,2,13,7,3,12,24,6
4394110,8516,5,11,7,2,41,7,13,13,8,12,45,18
4394113,8517,4,1,1,1,7,1,6,0,0,2,9,5
4394115,8518,6,0,2,2,0,3,10,1,2,0,4,15
4394116,8519,33,15,32,1,36,12,102,4,1,11,57,49
4394118,8520,19,4,18,3,24,6,36,10,0,6,24,32
4394121,8521,19,13,15,2,39,8,32,6,3,21,45,15
4394122,8522,8,10,4,4,46,15,9,7,0,23,38,12
4394123,8523,8,9,1,1,43,12,5,8,1,20,34,6
4394124,8524,18,6,16,4,18,3,74,5,4,5,34,40
4394125,8525,1,5,0,2,13,5,7,2,1,3,8,4
4394128,8526,16,10,10,5,30,10,36,8,6,10,31,18
4394129,8527,14,5,14,3,16,0,41,0,4,3,14,24
4394130,8528,42,14,30,10,14,12,114,3,6,6,29,83
4394135,8529,15,14,12,3,24,5,30,5,6,10,21,32
4394136,8530,19,10,12,3,45,17,41,12,9,16,29,26
4394137,8531,24,4,16,2,16,5,66,2,3,3,21,20
4394138,8532,3,3,5,1,12,4,6,5,4,7,15,2
4394141,8533,16,21,9,6,27,9,30,4,4,7,24,22
4394144,8534,10,5,10,3,22,9,28,5,5,2,24,25
4394155,8535,14,9,3,2,46,18,31,12,8,29,49,11
4394159,8536,7,7,5,2,22,4,17,7,4,5,9,7
4394162,8537,3,1,2,0,13,3,10,1,0,11,12,5
4394163,8538,24,7,16,2,21,3,71,4,5,5,37,34
4394178,8539,25,18,17,3,42,7,85,7,9,11,55,56
4394179,8540,13,9,9,3,28,10,32,3,3,11,29,23
4394182,8541,48,17,33,4,37,12,118,7,3,15,65,93
4394191,8542,8,14,3,2,11,4,22,5,2,1,13,9
4394195,8543,5,10,1,2,38,2,11,9,5,19,21,6
4394201,8544,6,2,0,1,28,6,9,13,3,12,27,18
4394202,8545,4,10,6,2,30,18,33,6,6,16,20,13
4394203,8546,24,28,16,6,32,5,29,7,6,9,23,49
4394204,8547,21,17,13,3,44,6,54,12,7,11,32,37
4394218,8548,11,8,1,1,23,3,17,7,3,9,13,4
4394222,8549,7,5,4,3,19,6,15,4,4,7,17,13
4394230,8550,36,19,37,11,44,13,131,18,5,17,74,82
4394231,8551,3,6,3,4,30,9,6,10,7,15,41,7
4394232,8552,6,11,4,2,19,7,14,2,2,10,17,12
4394233,8553,10,4,10,2,50,11,24,11,5,28,40,15
4394234,8554,14,33,32,5,40,17,81,19,8,11,48,49
4394239,8555,1,2,0,0,3,0,1,0,0,1,2,0
4394242,8556,2,2,3,2,2,4,14,0,0,3,6,9
4394243,8557,15,11,15,4,32,4,30,3,2,8,17,16
4394245,8558,2,0,1,1,4,2,0,0,0,2,2,2
4394245,8559,0,0,0,0,0,0,0,0,0,0,0,0
4394250,8560,20,19,9,4,26,6,25,5,6,6,24,34
4394252,8561,18,1,9,1,22,10,31,13,1,8,22,21
4394253,8562,5,0,9,3,11,1,21,1,1,2,18,5
4394256,8563,1,6,2,1,9,2,3,5,2,12,10,3
4394259,8564,11,1,2,3,6,3,42,3,1,5,8,22
4394261,8565,21,26,18,4,48,14,59,12,8,13,42,40
4394272,8566,3,3,3,4,8,3,12,1,3,2,5,9
4394276,8567,18,18,10,3,41,4,52,2,6,12,29,34
4394284,8568,1,1,1,0,1,2,3,1,1,2,3,1
4394285,8569,2,3,4,1,19,2,8,2,1,3,9,8
4394288,8570,2,0,0,0,3,0,2,4,2,2,5,4
4394290,8571,19,15,8,2,31,6,32,11,3,13,31,16
4394312,8572,0,1,0,0,3,0,4,1,0,3,6,0
4394328,8573,13,4,10,1,22,3,23,4,3,8,16,6
4394338,8574,22,19,19,2,44,4,53,13,5,14,24,34
4394340,8575,12,11,15,0,23,6,41,5,5,3,26,19
4394342,8576,39,11,33,3,33,7,101,8,5,6,36,66
4394343,8577,45,9,30,2,21,7,68,2,5,3,23,59
4394344,8578,30,11,10,3,17,9,37,4,2,7,21,20
4394350,8579,30,13,20,7,32,5,78,5,5,11,36,39
4394362,8580,0,0,0,0,0,0,0,0,0,0,0,0
4394369,8581,30,26,31,3,34,22,84,6,9,10,47,59
4394370,8582,0,0,0,0,0,0,0,0,0,0,0,0
4394371,8583,21,8,6,3,12,8,35,1,4,5,9,12
4394373,8584,3,1,0,0,5,0,5,0,1,1,0,1
4394374,8585,16,20,14,5,34,3,41,10,1,11,42,40
4394375,8586,17,20,17,6,28,7,52,10,6,9,23,28
4394395,8587,3,2,4,2,2,0,10,0,0,2,2,4
4394397,8588,3,4,3,0,11,3,9,2,0,2,4,1
4394399,8589,0,0,1,0,2,1,4,0,0,0,0,1
4394400,8590,2,2,0,2,5,1,2,1,0,5,6,3
4394410,8591,13,29,17,6,50,13,54,7,6,12,31,54
4394429,8592,13,8,14,4,26,5,29,5,1,9,27,29
4394432,8593,1,1,0,0,1,0,0,0,0,0,1,0
4394452,8594,15,30,20,5,44,17,39,11,14,25,60,43
4394454,8595,29,21,4,3,32,2,33,8,5,11,24,23
4394456,8596,16,8,6,1,8,5,36,0,2,7,15,22
4394458,8597,0,0,0,0,0,0,0,0,0,0,0,0
4394475,8598,1,2,2,0,1,0,4,0,0,1,6,1
4394478,8599,0,0,0,0,0,0,0,0,0,0,0,0
4394480,8600,8,3,5,1,4,2,18,0,1,0,15,10
4394483,8601,0,1,0,0,1,0,0,0,0,1,2,0
4394485,8602,2,0,1,0,2,0,2,0,0,1,5,0
4394487,8603,0,0,0,0,0,0,0,0,0,0,0,0
4394492,8604,10,8,10,4,22,8,31,7,2,6,31,27
4394493,8605,30,14,18,1,30,11,46,13,2,16,46,42
4394494,8606,0,0,0,0,0,0,0,0,0,0,0,0
4394495,8607,2,1,1,0,2,1,2,0,1,1,1,9
4394496,8608,10,7,5,3,14,3,14,5,4,1,12,14
4394497,8609,19,31,21,11,35,8,35,9,11,17,29,53
4394498,8610,16,2,9,0,3,0,20,0,0,0,4,14
4394499,8611,11,10,9,1,16,5,27,2,2,7,15,16
4394503,8612,11,11,3,3,18,7,13,4,1,6,17,9
4394508,8613,37,38,24,5,74,18,63,18,14,34,52,62
4394512,8614,0,0,0,0,0,0,0,0,0,0,0,0
4394528,8615,28,31,35,5,46,14,82,12,9,25,51,51
4394531,8616,33,20,14,4,27,10,69,12,2,8,32,22
4394532,8617,12,8,3,0,9,2,25,2,0,2,4,12
4394533,8618,10,10,10,4,31,3,24,5,2,16,21,17
4394534,8619,32,26,10,5,35,8,50,13,7,15,40,56
4394540,8620,23,29,19,6,46,13,45,11,6,17,42,48
4394551,8621,14,16,11,3,41,6,39,6,3,6,21,32
4394563,8622,0,0,0,0,0,0,0,0,0,0,0,0
4394565,8623,0,0,1,0,0,0,0,0,1,0,0,0
4394568,8624,1,0,0,0,1,0,0,0,0,1,0,1
4394572,8625,3,0,0,1,0,0,1,0,0,0,0,5
4394573,8626,0,0,0,0,0,0,0,0,0,0,0,0
4394587,8627,0,5,1,2,3,0,0,1,0,2,2,24
4394588,8628,36,31,20,6,78,17,96,18,7,21,51,47
4394591,8629,25,33,27,4,35,21,43,13,6,21,45,48
4394592,8630,0,0,0,0,0,0,0,0,0,0,0,0
4394593,8631,2,4,2,1,8,4,3,3,1,7,5,5
4394595,8632,0,1,1,0,0,0,0,0,0,0,1,0
4394596,8633,0,0,2,0,5,1,5,1,0,1,1,0
4394599,8634,14,21,22,5,37,8,33,7,5,11,30,33
4394602,8635,0,0,0,0,0,0,0,0,0,0,0,0
4394604,8636,0,0,0,0,0,0,0,0,0,0,0,0
4394615,8637,0,0,0,0,0,0,0,0,0,0,0,0
4394620,8638,0,0,0,0,0,0,2,1,0,2,2,1
4394629,8639,0,0,0,0,0,0,0,0,0,0,0,0
4394630,8640,0,0,0,0,0,0,0,0,0,0,0,0
4394632,8641,0,0,0,0,0,0,0,0,0,0,0,0
4394634,8642,11,12,12,4,25,9,33,4,2,6,28,17
4394638,8643,2,4,3,1,5,1,6,1,1,1,7,7
4394640,8644,9,5,10,0,17,2,13,3,0,3,20,15
4394649,8645,23,12,20,6,33,5,34,5,9,15,27,32
4394650,8646,18,31,26,3,34,12,52,12,9,5,27,41
4394666,8647,0,0,0,0,0,0,0,0,0,0,0,0
4394682,8648,1,1,1,0,9,2,5,2,1,1,5,3
4394683,8649,0,0,0,0,0,0,0,0,0,0,0,0
4394685,8650,0,0,0,0,0,0,0,1,0,0,0,2
4394686,8651,0,0,0,0,0,0,0,0,0,0,0,0
4394687,8652,0,1,0,0,8,0,2,2,0,2,5,1
4394689,8653,0,0,3,0,6,2,1,0,0,2,4,3
4394694,8654,12,17,12,5,23,8,34,3,7,6,20,29
4394702,8655,9,13,10,1,20,5,27,6,2,2,18,27
4394703,8656,13,20,18,3,46,12,32,11,4,19,39,40
4394705,8657,13,20,16,2,27,5,39,2,2,4,30,30
4394707,8658,7,11,9,2,31,7,22,6,4,7,18,28
4394711,8659,13,15,8,1,23,8,31,0,7,9,19,21
4394713,8660,15,34,19,5,33,11,49,12,10,12,35,48
4394724,8661,6,5,5,2,2,4,13,0,0,0,5,9
4394730,8662,19,25,18,5,36,8,43,7,5,8,20,33
4394733,8663,16,19,19,2,32,4,30,4,3,7,25,39
4394736,8664,15,10,9,0,11,5,19,4,6,1,11,11
4394737,8665,12,8,11,2,26,2,17,8,3,6,16,17
4394737,8666,0,0,0,0,0,0,1,0,0,0,0,0
4394820,8667,0,0,0,0,0,0,0,0,0,0,0,0
4394829,8668,9,11,6,3,31,7,14,3,3,11,17,17
4394830,8669,5,6,6,0,11,4,19,3,3,0,15,8
4394832,8670,3,2,2,2,2,2,10,2,2,2,5,6
4394833,8671,5,6,6,1,11,0,30,1,1,3,11,12
4394836,8672,19,24,16,4,35,10,46,8,6,11,25,36
4394844,8673,13,12,9,2,22,5,26,4,3,6,14,17
4394846,8674,19,15,11,3,26,4,25,3,6,7,19,31
4394846,8675,0,0,0,0,0,0,0,0,0,0,0,0
4394849,8676,10,18,15,3,29,10,29,5,4,10,27,36
4410101,8677,26,16,22,4,26,14,53,28,24,9,38,11
4410102,8678,7,9,15,2,7,6,39,11,12,4,28,6
4410103,8679,9,10,16,5,24,8,19,14,11,3,30,4
4410104,8680,14,11,11,2,13,7,57,9,7,5,25,7
4410105,8681,21,6,20,2,27,10,48,19,12,3,29,6
4410106,8682,6,6,4,1,5,6,14,5,0,0,7,5
4410107,8683,0,0,0,0,2,1,9,3,2,1,2,0
4410108,8684,5,1,2,1,7,3,15,1,1,0,2,2
4410109,8685,1,1,0,0,0,0,2,0,1,0,1,0
4410110,8686,0,0,1,0,1,0,0,0,0,0,0,0
4410201,8687,9,4,7,2,15,3,22,7,5,0,12,7
4410202,8688,19,13,10,2,21,5,24,26,9,6,26,3
4410203,8689,23,5,21,2,29,16,31,29,19,15,43,13
4410204,8690,9,6,7,0,12,4,21,7,4,4,16,4
4410205,8691,15,19,9,1,19,8,28,28,12,4,32,19
4410206,8692,4,8,6,0,7,5,17,8,17,0,11,1
4410207,8693,0,0,1,0,0,1,1,0,1,0,0,1
4410301,8694,12,11,13,3,12,4,47,12,7,4,19,3
4410302,8695,18,5,10,4,13,6,39,8,12,3,16,3
4410303,8696,3,1,1,0,4,1,5,3,6,1,6,4
4410304,8697,21,4,15,3,18,3,37,23,13,2,21,18
4410305,8698,14,13,19,3,8,5,58,4,15,5,23,7
4410306,8699,24,10,20,2,14,5,45,9,6,3,22,9
4410307,8700,12,11,13,2,8,7,32,8,5,3,13,8
4410308,8701,15,2,5,0,2,5,14,3,2,0,12,4
4410401,8702,16,3,10,1,6,2,32,7,3,1,10,3
4410402,8703,14,8,19,3,8,7,63,11,9,2,34,8
4410403,8704,17,6,20,1,15,9,48,15,5,4,24,13
4410404,8705,18,8,15,2,25,8,51,11,11,7,27,10
4410405,8706,12,7,5,4,7,5,23,9,0,3,17,3
4410406,8707,19,12,15,2,18,8,54,8,7,5,18,13
4410407,8708,5,3,7,1,10,5,18,1,2,1,6,7
4410408,8709,13,6,13,2,13,9,24,9,6,2,15,4
4410409,8710,3,2,0,0,2,1,8,3,1,0,3,4
4430001,8711,5,0,1,2,5,1,3,5,2,1,7,3
4430002,8712,4,3,0,2,10,1,3,4,2,6,7,1
4430002,8713,0,0,0,0,2,0,0,0,0,0,1,0
4430003,8714,5,1,3,3,2,0,2,5,2,0,3,8
4430004,8715,2,3,0,1,1,1,1,0,1,1,3,3
4430004,8716,0,1,0,0,1,0,0,1,1,0,2,1
4430004,8717,0,0,0,0,0,0,0,0,0,0,2,0
4450101,8718,9,6,9,1,11,2,5,2,0,2,10,5
4450201,8719,5,2,5,0,13,1,5,5,0,0,4,1
4450202,8720,1,1,3,0,6,1,0,4,0,2,4,1
4450301,8721,1,1,2,1,18,1,3,1,1,0,9,0
4450401,8722,2,3,7,2,7,1,6,4,0,0,4,5
4450402,8723,0,0,2,1,4,1,0,2,1,0,2,0
4470001,8724,1,0,0,0,1,0,0,0,0,0,1,0
4470002,8725,1,0,0,0,0,0,0,0,0,0,0,1
4473003,8726,0,0,2,0,0,0,1,0,0,0,0,0
4474005,8727,0,0,0,0,0,0,0,0,0,0,4,0
4474006,8728,0,0,0,0,0,0,1,0,0,0,2,1
4490001,8729,2,3,4,1,4,3,8,2,0,0,2,20
4490002,8730,4,11,3,5,3,8,2,2,0,0,4,12
4490003,8731,4,4,3,1,6,1,10,2,1,2,3,2
4490004,8732,5,2,4,0,4,1,3,0,2,0,2,3
4490005,8733,3,0,0,3,3,0,3,1,1,0,0,0
4490006,8734,6,1,2,3,4,1,3,1,1,1,5,1
4490007,8735,5,5,4,2,3,10,7,1,0,2,1,12
4490008,8736,12,7,5,2,11,5,2,5,0,3,6,13
4490009,8737,1,1,3,0,7,1,1,0,1,1,0,2
4490010,8738,4,1,2,3,1,2,3,1,0,0,3,5
4490011,8739,0,0,0,2,2,2,1,1,0,0,0,0
4490012,8740,1,2,0,1,1,0,1,0,0,0,3,2
4490014,8741,15,14,9,3,10,12,15,15,2,2,5,29
4490015,8742,2,1,2,1,3,0,3,1,2,1,0,5
4490016,8743,14,11,8,4,8,4,12,11,0,1,5,15
4490017,8744,3,5,3,1,3,6,0,3,0,2,4,8
4490018,8745,1,2,0,0,0,1,1,0,1,0,1,1
4490019,8746,3,4,4,4,3,2,7,4,1,1,4,6
4490020,8747,11,8,14,4,5,8,15,5,4,0,2,13
4510106,8748,10,6,5,3,32,0,6,7,3,2,20,5
4510107,8749,5,5,9,0,13,0,2,1,2,0,16,4
4510108,8750,2,2,3,0,5,1,4,2,1,0,4,3
4510112,8751,4,1,3,0,8,2,3,4,1,1,4,5
4510114,8752,5,4,0,2,30,1,1,4,0,5,18,3
4510124,8753,9,11,9,1,27,5,7,6,4,0,12,13
4510137,8754,20,20,18,10,45,0,20,13,4,3,43,19
4510144,8755,8,14,13,7,32,2,10,8,4,1,32,10
4510146,8756,15,17,20,1,57,6,17,12,2,1,40,18
4510201,8757,19,7,15,4,24,2,28,5,5,2,37,13
4510213,8758,4,7,12,1,9,0,10,2,0,0,8,8
4510215,8759,18,9,16,3,21,5,24,3,2,0,17,18
4510225,8760,0,1,0,0,0,0,0,0,0,0,0,0
4510228,8761,17,8,12,4,40,4,22,8,1,1,21,14
4510230,8762,22,6,18,5,25,1,22,3,3,2,35,16
4510241,8763,33,17,37,6,36,5,59,6,4,1,46,46
4510304,8764,25,26,18,0,34,2,12,7,8,2,27,10
4510306,8765,14,8,17,1,23,0,5,6,0,1,22,10
4510308,8766,4,1,2,0,5,0,0,4,0,1,4,2
4510318,8767,15,9,7,2,17,1,8,5,0,1,13,7
4510319,8768,24,15,24,8,44,1,40,0,7,2,36,34
4510327,8769,11,11,14,5,28,1,15,9,3,3,24,13
4510348,8770,7,5,9,2,12,0,7,2,1,0,14,8
4510351,8771,5,2,2,0,1,2,10,0,0,1,6,9
4510358,8772,13,7,4,2,8,2,3,2,2,1,8,2
4510401,8773,1,1,2,0,1,0,1,0,0,0,3,0
4510402,8774,20,22,23,8,56,6,37,9,8,1,34,15
4510420,8775,3,2,4,0,5,0,0,0,1,0,7,0
4510421,8776,17,14,14,9,29,2,34,1,6,3,24,27
4510422,8777,5,1,7,1,1,0,12,0,1,0,16,6
4510423,8778,5,2,4,1,2,1,11,1,0,0,7,1
4510424,8779,15,10,23,4,34,4,18,3,1,3,34,10
4510434,8780,5,4,6,3,32,1,10,6,3,0,26,11
4510435,8781,10,4,6,6,17,1,6,3,1,0,10,7
4510436,8782,36,19,34,12,58,4,56,9,5,3,55,34
4530100,8783,51,12,44,2,92,3,208,42,2,8,395,73
4530101,8784,58,15,48,4,91,6,202,47,3,11,345,78
4530102,8785,48,9,54,2,106,6,255,51,1,4,428,101
4530103,8786,42,12,45,4,85,8,238,44,4,7,399,75
4530104,8787,81,4,57,1,119,6,469,78,1,5,682,81
4530105,8788,51,22,47,8,93,13,249,48,4,9,343,106
4530106,8789,63,7,54,2,85,9,481,50,2,6,407,69
4530107,8790,76,14,66,4,101,15,531,62,6,10,462,81
4530110,8791,44,21,47,4,80,7,145,35,3,4,235,114
4530111,8792,35,25,50,7,77,10,151,32,6,5,161,179
4530112,8793,45,15,33,3,55,7,188,41,4,8,216,90
4530113,8794,40,10,43,3,66,14,300,47,5,4,362,63
4530114,8795,55,10,48,2,71,11,369,44,3,5,311,59
4530115,8796,12,4,12,2,29,1,49,18,1,2,66,9
4530116,8797,50,11,38,2,83,7,274,61,2,8,363,62
4530117,8798,59,17,57,11,81,11,290,35,5,3,280,151
4530120,8799,29,14,30,5,54,7,98,26,4,4,143,90
4530121,8800,22,18,21,2,47,2,87,28,2,3,98,80
4530122,8801,21,16,18,3,47,5,76,34,5,5,83,55
4530123,8802,19,12,22,3,44,7,79,23,2,5,65,40
4530124,8803,21,14,17,0,44,7,82,35,5,5,82,56
4530125,8804,5,3,10,1,22,1,48,9,1,1,33,15
4530126,8805,39,18,35,3,75,6,153,35,5,4,98,82
4530127,8806,40,22,33,5,76,9,154,40,9,2,73,90
4530130,8807,54,17,59,4,132,20,311,73,2,11,369,88
4530131,8808,31,8,34,2,70,5,131,32,1,5,126,46
4530132,8809,52,17,44,7,105,11,197,56,3,9,211,52
4530133,8810,27,16,23,2,53,3,140,36,7,7,117,63
4530134,8811,31,9,33,3,65,7,160,35,4,3,131,63
4530135,8812,25,16,14,3,25,3,132,15,2,3,78,37
4530136,8813,28,13,16,0,42,4,158,28,0,1,103,41
4530137,8814,42,19,40,7,102,8,240,47,4,2,161,73
4530138,8815,70,31,79,7,125,15,336,81,12,8,254,135
4530140,8816,7,3,5,1,13,1,21,4,1,1,13,11
4530141,8817,71,28,49,7,127,11,257,54,5,12,159,129
4530142,8818,30,16,24,4,56,7,115,30,6,3,59,70
4530143,8819,42,29,40,9,85,10,166,43,11,2,85,96
4530144,8820,24,12,18,3,43,6,79,26,6,2,41,51
4530145,8821,8,4,12,2,21,3,65,16,2,1,27,15
4530146,8822,5,3,3,1,6,0,21,1,0,0,7,5
4530150,8823,39,13,44,3,53,12,238,36,5,7,62,53
4530150,8824,0,0,0,0,0,0,5,0,0,0,1,0
4530151,8825,28,10,30,3,42,10,156,24,3,5,46,39
4530151,8826,0,0,0,0,0,0,0,0,0,0,0,0
4530152,8827,32,14,39,5,49,10,212,31,4,4,53,56
4530153,8828,42,19,47,5,59,13,239,36,4,4,70,63
4530154,8829,33,21,42,2,52,10,215,28,2,2,61,59
4530154,8830,0,0,0,0,0,0,4,0,0,0,0,0
4530155,8831,37,20,44,5,53,10,229,35,5,5,61,61
4530156,8832,25,9,32,3,45,8,156,27,5,4,46,36
4530160,8833,21,15,20,4,45,11,125,21,4,2,34,45
4530161,8834,21,9,21,3,38,6,119,25,3,3,37,33
4530162,8835,49,17,45,4,79,15,256,55,3,5,84,70
4530163,8836,35,16,34,6,62,11,191,41,5,7,64,53
4530164,8837,37,14,33,4,64,9,232,32,2,4,72,57
4530165,8838,34,17,31,5,41,5,192,33,3,2,82,69
4530170,8839,39,13,35,8,79,17,182,50,5,5,73,60
4530171,8840,39,12,31,6,73,15,205,43,5,6,73,57
4530172,8841,4,3,4,1,5,2,41,3,1,1,9,9
4530173,8842,23,8,16,2,29,3,157,15,2,4,32,31
4530174,8843,16,5,9,0,21,6,83,9,1,1,25,25
4530175,8844,0,0,0,0,0,0,1,0,0,0,0,0
4530176,8845,0,0,0,0,0,0,2,0,0,0,0,0
4530177,8846,48,24,38,7,64,14,321,30,6,3,72,80
4530178,8847,25,18,20,6,35,12,171,17,8,4,52,52
4530180,8848,22,13,15,2,62,8,138,23,0,5,43,42
4530181,8849,32,17,33,2,66,8,128,33,4,4,71,47
4530182,8850,26,13,25,5,46,8,96,26,5,6,55,35
4530183,8851,13,8,12,1,26,3,53,15,2,2,29,16
4530184,8852,26,11,28,0,58,5,125,27,1,0,63,40
4530185,8853,4,3,6,0,18,1,42,8,0,0,23,12
4530186,8854,30,13,37,3,86,5,109,23,3,3,88,49
4530190,8855,26,11,32,4,74,8,93,18,2,1,59,29
4530191,8856,52,20,43,5,74,8,311,26,9,3,119,34
4530192,8857,41,11,38,7,65,12,217,27,5,7,121,32
4530193,8858,33,15,36,6,60,8,208,36,2,6,89,35
4530194,8859,33,15,33,3,53,6,181,30,2,2,83,33
4530200,8860,92,10,66,7,78,6,584,42,2,14,369,79
4530201,8861,102,14,51,6,53,9,634,27,4,4,251,93
4530202,8862,65,12,58,7,106,14,340,75,4,8,470,49
4530203,8863,78,15,69,8,122,17,389,84,5,15,495,61
4530204,8864,70,12,85,8,135,15,332,71,2,8,417,60
4530205,8865,88,10,58,2,72,7,640,36,3,5,369,62
4530206,8866,61,5,52,2,98,7,355,71,2,8,454,45
4530207,8867,71,9,57,9,114,8,393,70,4,7,574,57
4530210,8868,42,9,44,3,41,4,366,24,0,4,197,45
4530211,8869,60,9,62,8,67,4,497,31,0,4,370,66
4530212,8870,70,9,55,3,108,21,406,80,1,5,542,48
4530213,8871,66,9,60,4,99,12,337,73,0,4,489,52
4530214,8872,52,5,45,2,68,8,237,42,5,7,348,29
4530215,8873,14,4,14,1,36,0,62,22,0,1,88,9
4530216,8874,40,10,46,2,94,12,227,56,1,5,263,61
4530220,8875,72,16,44,5,42,9,574,22,2,6,303,72
4530221,8876,107,12,55,3,109,13,620,59,3,6,581,77
4530223,8877,51,3,32,2,56,5,333,33,1,3,228,51
4530224,8878,57,4,34,2,71,6,345,34,2,2,313,39
4530225,8879,73,9,45,4,94,13,436,46,3,4,404,50
4530226,8880,56,12,48,2,77,10,394,49,5,5,337,54
4530227,8881,51,15,36,3,89,11,390,58,1,2,284,45
4530230,8882,109,15,65,5,80,8,595,39,5,9,335,80
4530231,8883,125,20,46,12,53,11,736,17,2,7,211,81
4530232,8884,90,12,47,4,42,6,733,31,3,4,223,102
4530233,8885,90,12,55,4,45,10,689,28,4,8,221,99
4530234,8886,59,15,40,5,82,16,506,42,3,5,274,62
4530235,8887,73,14,48,4,37,8,599,20,1,2,170,54
4530236,8888,92,10,73,6,111,14,614,48,7,9,310,98
4530237,8889,76,11,55,6,85,10,516,30,7,3,232,63
4530238,8890,76,9,56,4,80,12,551,42,4,7,231,80
4530240,8891,59,12,32,6,96,9,279,61,3,5,279,54
4530241,8892,41,12,32,5,63,10,229,45,5,5,154,44
4530242,8893,47,16,37,5,96,16,288,56,3,5,204,49
4530243,8894,54,14,44,5,75,8,358,43,2,4,225,57
4530244,8895,45,13,40,7,71,10,179,40,5,8,122,33
4530245,8896,65,17,55,7,105,12,261,57,6,10,177,51
4530246,8897,53,13,45,5,91,13,287,50,4,5,191,46
4530247,8898,41,9,39,2,78,11,157,44,5,5,122,33
4530250,8899,37,14,37,5,65,9,183,33,3,9,138,20
4530251,8900,44,20,35,4,89,5,164,39,2,6,129,54
4530252,8901,16,4,5,2,27,3,40,8,2,3,14,17
4530253,8902,17,13,18,3,48,5,78,21,2,4,49,29
4530254,8903,64,20,57,5,102,13,359,57,3,7,206,62
4530255,8904,47,15,40,8,87,9,306,44,4,7,172,42
4530256,8905,54,12,41,1,93,10,315,41,5,8,165,47
4530260,8906,46,14,26,7,46,10,208,22,3,2,140,29
4530261,8907,45,5,28,4,52,4,234,22,3,5,122,29
4530262,8908,62,12,46,5,67,8,370,33,6,8,192,36
4530263,8909,59,16,39,1,99,14,296,46,2,11,154,50
4530264,8910,54,8,46,13,80,8,444,47,4,8,247,65
4530265,8911,43,12,43,3,67,7,273,33,5,4,158,36
4530266,8912,68,18,46,11,86,12,343,34,2,10,206,41
4530267,8913,56,13,57,3,51,1,514,23,5,6,155,61
4530268,8914,51,22,27,5,45,10,328,26,3,6,96,26
4530270,8915,63,13,50,9,85,9,406,36,6,11,155,38
4530271,8916,24,5,32,3,33,7,265,11,1,4,50,23
4530272,8917,70,23,53,9,58,9,320,32,7,4,87,20
4530273,8918,47,17,36,4,37,5,206,24,4,2,61,17
4530274,8919,61,12,50,6,67,14,350,50,7,5,98,43
4530275,8920,26,4,22,1,40,8,183,16,0,2,41,17
4530280,8921,27,14,29,4,28,10,222,24,5,4,33,25
4530281,8922,25,7,16,1,18,4,245,17,2,0,30,11
4530282,8923,20,9,18,5,20,6,154,7,3,3,39,12
4530290,8924,77,23,50,12,44,15,468,27,9,2,108,62
4530291,8925,20,6,19,1,19,5,96,6,6,0,31,14
4530292,8926,48,19,37,4,43,5,215,18,4,3,59,34
4530293,8927,55,20,39,4,45,5,267,23,5,2,75,38
4530294,8928,37,7,20,1,35,5,220,10,3,3,51,17
4530300,8929,40,11,31,0,85,4,171,35,0,4,157,29
4530301,8930,41,9,34,2,41,5,239,15,2,3,117,32
4530302,8931,74,16,54,9,67,13,418,31,8,11,228,58
4530303,8932,12,2,9,0,7,1,32,3,0,1,18,3
4530304,8933,79,18,79,6,126,15,425,41,5,10,336,53
4530305,8934,51,14,32,7,65,12,182,38,2,5,177,22
4530306,8935,74,14,57,8,93,13,755,48,8,15,480,54
4530307,8936,72,6,57,5,99,10,594,45,4,7,446,69
4530310,8937,74,20,68,6,190,12,162,90,2,8,283,49
4530311,8938,91,23,87,10,204,16,143,93,4,15,304,46
4530312,8939,115,34,90,10,260,24,157,126,7,25,446,65
4530313,8940,65,13,62,4,157,12,119,75,1,10,238,35
4530314,8941,62,19,55,5,173,12,164,76,4,11,263,43
4530315,8942,96,26,82,10,217,19,138,104,5,20,353,52
4530320,8943,63,19,63,3,50,15,566,26,5,2,135,58
4530321,8944,44,8,36,3,21,5,339,14,1,1,80,40
4530322,8945,65,12,47,3,46,11,537,16,3,3,146,70
4530323,8946,53,12,46,8,50,6,331,24,3,7,116,35
4530324,8947,55,7,44,3,47,2,388,19,2,3,128,29
4530325,8948,23,5,24,1,17,0,89,9,2,2,24,10
4530326,8949,70,17,47,5,46,7,359,18,3,4,96,59
4530327,8950,54,4,49,1,32,5,402,17,4,4,107,43
4530330,8951,92,14,59,10,117,11,467,69,5,11,345,48
4530331,8952,34,9,36,3,66,1,261,32,1,1,209,23
4530332,8953,53,3,39,3,73,9,288,43,4,3,215,34
4530333,8954,50,16,40,6,64,8,240,36,5,5,160,39
4530334,8955,53,8,54,4,95,8,332,54,4,4,172,61
