CNTYVTD,VTDKEY,BennetD_20P_President,BidenD_20P_President,BloombergD_20P_President,BookerD_20P_President,CastroD_20P_President,De La FuenteD_20P_President,DelaneyD_20P_President,GabbardD_20P_President,KlobucharD_20P_President,PatrickD_20P_President,SandersD_20P_President,SteyerD_20P_President,WarrenD_20P_President,WellsD_20P_President,WilliamsonD_20P_President,YangD_20P_President,ButtigiegD_20P_President
"1134033",2706,0,135,29,0,0,0,0,0,3,0,183,1,86,0,3,2,32
"1134035",2707,2,139,60,1,2,1,0,0,7,0,56,5,30,0,2,0,45
"1134036",2708,3,61,19,1,0,0,1,0,0,0,48,6,6,0,3,0,5
"1134037",2709,1,14,5,0,0,0,0,0,0,0,13,1,4,0,0,0,2
"1134038",2710,14,193,49,4,1,1,3,0,2,0,151,9,42,0,5,0,9
"1134039",2711,1,48,10,2,0,0,0,0,0,0,36,1,4,0,1,0,1
"1134040",2712,1,84,20,0,3,0,2,0,1,0,33,2,4,0,1,1,2
"1134041",2713,5,48,11,1,0,0,1,0,1,0,29,2,6,0,3,0,2
"1134043",2714,3,95,31,3,0,0,2,1,2,0,77,3,10,0,2,0,3
"1134044",2715,7,68,23,2,2,3,1,0,0,0,47,0,10,0,3,0,4
"1134046",2716,3,72,34,3,6,1,2,0,1,0,69,3,7,0,1,0,2
"1134047",2717,5,77,22,0,1,0,1,0,1,0,33,3,6,0,1,1,0
"1134048",2718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134049",2719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134050",2720,8,445,96,5,0,2,5,1,10,1,292,7,78,0,11,1,24
"1134051",2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134052",2722,2,305,83,3,2,0,3,2,8,1,192,6,50,0,5,3,15
"1134053",2723,2,29,5,0,0,1,0,0,0,0,18,0,7,1,0,0,4
"1134054",2724,2,7,6,0,0,2,1,1,0,0,31,0,1,0,1,0,0
"1134055",2725,4,138,69,6,2,0,4,0,4,1,157,6,10,1,2,1,7
"1134056",2726,11,196,70,3,2,1,4,2,3,0,183,11,23,0,6,0,4
"1134057",2727,2,96,36,2,1,0,2,1,3,0,109,0,21,0,3,0,6
"1134058",2728,5,40,22,1,2,0,1,1,0,0,75,1,10,0,3,0,5
"1134059",2729,1,23,2,0,0,0,0,0,2,0,21,0,3,0,0,0,2
"1134060",2730,12,99,46,2,1,0,2,0,1,0,141,3,15,0,4,0,4
"1134061",2731,14,69,27,0,7,0,1,2,2,0,178,6,16,1,6,2,9
"1134062",2732,13,55,26,1,6,1,2,0,2,0,136,4,2,0,2,0,2
"1134063",2733,11,158,59,1,2,1,6,4,4,0,297,2,92,0,6,2,27
"1134065",2734,7,17,12,0,1,1,1,0,1,0,48,1,3,0,0,0,2
"1134066",2735,4,21,12,0,6,0,4,0,2,0,63,1,3,0,2,0,3
"1134067",2736,4,74,29,1,3,1,3,1,2,0,185,5,30,1,6,0,21
"1134068",2737,7,104,31,0,2,1,1,0,1,0,160,3,37,0,2,1,13
"1134069",2738,16,128,46,2,10,1,2,2,6,0,286,3,74,0,7,1,31
"1134070",2739,6,75,26,1,4,0,3,2,3,0,123,0,15,0,5,1,6
"1134071",2740,4,8,10,1,1,1,2,0,0,0,31,1,4,0,0,0,3
"1134072",2741,2,16,3,0,0,0,0,0,0,0,25,0,3,0,0,0,0
"1134073",2742,1,154,44,2,0,0,0,0,3,0,122,1,63,0,1,0,31
"1134074",2743,8,276,57,2,0,0,1,2,13,0,254,8,177,0,1,1,50
"1134075",2744,4,37,14,0,0,1,4,0,2,0,101,1,29,0,6,1,5
"1134076",2745,5,155,52,0,4,2,2,1,0,0,161,3,47,0,7,0,13
"1134077",2746,2,99,30,0,3,0,0,2,11,0,105,0,81,0,0,0,27
"1134078",2747,2,119,29,1,2,0,1,1,3,0,194,2,97,0,1,1,14
"1134079",2748,2,611,157,3,3,0,3,2,24,0,240,12,198,0,0,0,92
"1134080",2749,1,102,40,0,1,0,0,2,4,0,30,2,41,0,0,1,7
"1134081",2750,13,101,43,1,5,1,2,1,1,0,163,5,24,0,7,0,7
"1134082",2751,2,81,17,0,1,0,1,1,2,0,105,0,47,0,1,1,11
"1134083",2752,1,54,13,0,1,0,2,2,5,0,120,0,51,1,1,0,8
"1134084",2753,2,35,3,0,2,0,0,0,0,0,34,1,3,0,2,0,2
"1134085",2754,5,38,19,2,2,1,1,0,0,0,70,1,8,0,2,1,1
"1134086",2755,15,109,48,3,2,4,0,1,2,1,168,4,26,1,5,0,11
"1134087",2756,2,19,10,2,0,0,0,0,0,0,58,2,6,0,0,1,4
"1134088",2757,0,17,4,0,0,0,2,0,0,0,20,1,0,0,0,0,1
"1134090",2758,0,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"1134091",2759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134092",2760,0,11,4,0,0,0,0,0,2,0,14,0,5,0,0,0,2
"1134093",2761,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1134094",2762,0,32,5,0,0,0,0,0,1,0,24,2,10,0,0,1,3
"1134095",2763,0,5,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0
"1134096",2764,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134097",2765,1,64,25,0,0,0,2,0,2,0,61,2,18,0,3,0,19
"1134098",2766,0,5,2,0,0,0,1,0,0,0,0,0,2,0,0,0,0
"1134099",2767,0,113,47,0,0,0,0,0,10,0,27,2,21,0,0,0,14
"11340A2",2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11340A3",2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134100",2770,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1
"1134101",2771,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0
"1134107",2772,0,5,4,2,0,0,0,0,0,0,3,3,0,0,0,2,0
"1134108",2773,0,7,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"1134109",2774,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1134110",2775,4,87,21,2,0,0,1,0,1,1,40,1,4,1,1,2,2
"1134111",2776,0,8,8,0,0,0,0,0,0,0,20,0,1,0,0,0,1
"1134112",2777,0,2,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0
"1134113",2778,4,43,30,2,6,0,2,0,1,0,146,2,12,0,3,0,5
"1134114",2779,3,44,33,4,3,0,3,1,0,0,104,2,14,0,2,0,6
"1134115",2780,0,55,17,0,0,0,0,0,1,0,30,0,18,0,0,0,6
"1134116",2781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134117",2782,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"1134118",2783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134119",2784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134120",2785,3,11,7,0,2,0,0,0,1,0,40,2,2,0,1,1,1
"1134122",2786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134125",2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134126",2788,0,173,103,0,0,0,0,1,4,0,36,0,26,0,1,0,25
"1134127",2789,1,40,40,0,0,0,0,0,0,0,4,0,4,0,0,0,5
"1134128",2790,0,113,94,0,0,0,0,1,3,0,14,1,21,0,0,0,12
"1134129",2791,0,113,111,0,0,0,0,0,5,0,22,0,22,0,0,1,22
"1134130",2792,0,181,78,1,0,0,0,1,7,0,51,2,46,0,1,0,31
"1134131",2793,1,171,41,2,2,0,1,3,3,0,136,3,77,0,3,2,73
"1134135",2794,1,105,21,1,0,0,0,0,2,0,120,0,57,0,2,0,19
"1134141",2795,0,22,6,0,0,0,0,0,0,0,9,0,7,0,0,0,4
"1134143",2796,1,12,4,0,0,0,0,0,0,0,9,0,1,0,1,0,0
"1134145",2797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134147",2798,0,3,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0
"1134149",2799,0,7,2,0,0,0,0,0,0,0,5,0,3,0,0,0,1
"1134152",2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134153",2801,0,40,10,0,0,0,1,0,2,0,16,1,13,0,0,0,6
"1134157",2802,2,4,3,0,1,0,0,0,0,0,27,1,0,0,0,0,0
"1134161",2803,0,67,22,0,0,0,0,0,1,0,48,0,13,0,0,0,2
"1134166",2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11341A1",2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134300",2806,3,49,26,1,5,0,2,1,1,0,89,2,7,0,2,0,4
"1134500",2807,2,179,39,0,0,0,0,1,5,0,113,2,25,0,1,1,10
"1134501",2808,3,157,51,2,0,0,1,1,4,0,104,4,26,0,0,3,6
"1134502",2809,4,334,67,4,0,1,1,4,3,0,167,4,41,0,2,1,5
"1134503",2810,2,289,74,6,2,0,2,2,5,0,226,4,48,1,4,3,16
"1134504",2811,1,76,25,0,0,0,1,0,3,0,44,5,8,0,1,1,3
"1134505",2812,1,116,50,1,0,2,1,2,9,0,89,8,25,0,3,2,6
"1134506",2813,1,56,22,2,0,0,0,1,5,0,63,2,11,0,1,0,1
"1134507",2814,5,82,31,5,0,0,1,0,1,2,28,5,17,0,2,0,2
"1134508",2815,3,16,7,0,0,0,1,0,0,0,30,0,3,0,1,0,2
"1134509",2816,4,41,26,2,0,1,2,1,2,0,58,0,9,0,1,0,2
"1134510",2817,10,47,40,1,1,0,0,0,0,0,100,2,14,0,3,0,5
"1134511",2818,0,38,27,0,0,0,0,0,0,0,71,4,12,0,0,0,6
"1134512",2819,4,31,13,0,0,1,0,0,0,0,41,3,5,0,0,2,3
"1134513",2820,3,79,27,0,0,0,3,0,5,0,107,1,20,0,2,4,10
"1134514",2821,3,40,20,1,1,0,1,1,4,0,48,1,15,0,1,0,6
"1134515",2822,5,50,19,2,0,1,4,1,5,0,75,1,12,0,0,0,6
"1134516",2823,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1134517",2824,2,162,64,2,2,0,0,3,15,0,115,4,57,0,2,0,18
"1134518",2825,3,63,24,1,0,0,2,1,4,0,90,1,10,0,0,0,8
"1134519",2826,2,319,87,2,1,2,0,2,9,0,139,4,40,0,3,1,20
"1134520",2827,3,47,15,1,0,0,0,0,2,0,44,0,7,0,1,0,0
"1134521",2828,8,322,75,5,0,1,4,1,6,0,171,6,32,0,1,5,18
"1134522",2829,3,246,75,4,1,0,2,4,6,0,184,10,38,0,4,0,8
"1134523",2830,0,72,19,1,0,0,0,0,1,0,22,1,11,0,0,1,1
"1134525",2831,1,67,15,1,2,0,1,0,1,0,59,0,11,0,1,1,3
"1134527",2832,6,40,23,0,2,0,1,1,1,1,69,2,12,0,0,1,2
"1134528",2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134529",2834,0,50,22,0,1,0,0,0,1,0,37,1,8,0,0,0,3
"1134530",2835,1,4,4,0,0,0,0,0,0,0,5,0,2,0,0,0,0
"1134531",2836,0,28,2,1,0,0,0,1,0,0,14,2,3,0,1,1,0
"1134532",2837,1,8,3,0,0,0,0,0,0,0,16,0,0,0,0,1,3
"1134533",2838,1,43,7,0,0,1,0,0,1,0,51,0,6,0,1,1,4
"1134534",2839,0,4,2,0,2,0,0,0,0,0,6,0,2,0,0,0,1
"1134535",2840,5,37,14,0,0,0,0,1,0,0,41,1,11,0,0,1,4
"1134536",2841,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"1134537",2842,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134538",2843,2,43,12,1,1,0,0,0,1,0,25,0,5,0,0,0,1
"1134539",2844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134541",2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134542",2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134554",2847,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"1134555",2848,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1134557",2849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134558",2850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134559",2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134600",2852,3,90,42,0,1,0,0,0,4,0,102,2,25,0,4,0,12
"1134601",2853,7,153,63,2,2,2,3,5,4,1,165,7,32,0,3,1,17
"1134602",2854,2,71,32,2,2,1,0,0,3,1,97,4,25,1,1,1,14
"1134603",2855,1,0,2,1,0,0,0,0,1,0,3,0,1,0,0,0,1
"1134604",2856,9,74,37,2,2,1,0,2,4,0,121,14,24,0,1,2,11
"1134605",2857,5,77,28,4,1,1,0,1,3,0,130,6,14,0,1,1,11
"1134606",2858,9,95,39,3,1,0,0,0,9,0,123,4,20,0,5,2,14
"1134607",2859,7,35,17,0,0,0,1,0,2,0,89,2,20,0,1,1,7
"1134608",2860,4,192,47,0,0,0,1,0,9,0,200,2,47,0,5,0,26
"1134609",2861,8,90,26,2,0,0,1,1,1,1,104,3,13,0,2,0,8
"1134610",2862,3,73,55,0,1,0,0,1,5,0,104,5,23,0,2,0,13
"1134611",2863,2,49,31,0,0,0,1,3,2,0,91,3,20,0,1,0,9
"1134612",2864,0,13,6,0,0,0,0,0,1,0,17,0,2,0,0,0,1
"1134613",2865,0,31,16,1,1,0,0,0,0,1,33,0,3,0,0,0,1
"1134614",2866,0,22,7,0,0,0,0,0,2,0,15,1,7,0,0,1,2
"1134615",2867,0,7,7,0,0,0,0,0,0,0,11,0,1,0,0,0,1
"1134616",2868,3,43,14,1,0,0,3,2,0,0,40,4,4,0,2,0,7
"1134617",2869,1,7,4,0,0,0,0,0,1,0,12,0,4,0,0,0,0
"1134618",2870,0,12,10,0,1,0,1,0,2,0,24,0,4,0,1,0,4
"1134619",2871,2,58,22,2,0,0,0,0,8,1,62,2,22,0,1,0,8
"1134620",2872,2,75,22,1,0,0,1,1,1,0,99,3,20,0,1,0,11
"1134621",2873,9,130,43,3,1,0,1,3,3,0,311,6,36,0,5,2,9
"1134622",2874,6,86,33,1,0,1,0,0,2,0,112,1,19,0,2,0,8
"1134623",2875,5,92,43,3,1,1,2,1,1,0,138,6,19,1,3,0,11
"1134624",2876,2,51,28,0,1,0,0,0,11,0,79,2,15,0,4,2,3
"1134625",2877,0,100,38,2,0,0,0,1,8,0,93,2,41,0,2,1,20
"1134626",2878,6,121,57,1,0,1,0,2,9,0,97,2,37,0,1,0,24
"1134627",2879,2,239,79,0,1,0,0,5,12,0,207,4,77,1,1,1,32
"1134628",2880,1,92,19,2,0,0,0,0,2,0,110,4,18,0,2,2,2
"1134629",2881,2,36,23,0,1,1,0,0,3,0,72,0,23,0,2,0,7
"1134630",2882,1,81,39,1,0,1,0,1,2,0,61,3,23,0,2,1,8
"1134631",2883,1,66,24,0,0,0,1,2,3,0,54,2,25,0,1,0,11
"1134632",2884,2,96,24,5,0,0,1,0,4,0,98,4,30,0,1,0,11
"1134633",2885,0,38,17,0,0,0,0,0,0,0,44,1,14,0,0,0,1
"1134634",2886,2,174,68,3,0,0,1,1,9,0,152,5,53,0,1,3,15
"1134639",2887,2,17,8,0,0,0,0,0,0,0,33,1,11,0,0,0,6
"1134640",2888,7,146,38,1,0,0,1,2,6,0,116,4,53,0,3,1,22
"1134641",2889,1,31,10,0,1,1,1,0,1,0,33,3,5,0,0,0,1
"1134642",2890,0,6,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0
"1134644",2891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134646",2892,1,16,9,0,0,0,0,1,3,0,21,1,2,0,0,0,2
"1134648",2893,3,111,30,7,0,1,1,1,3,0,115,3,40,0,0,1,12
"1134649",2894,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"1134651",2895,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1134652",2896,2,15,8,0,1,0,0,0,0,0,34,0,7,0,1,1,2
"1134653",2897,0,1,0,0,0,0,1,0,1,0,3,0,1,0,0,0,0
"1134654",2898,6,33,18,0,2,0,0,0,0,0,56,0,13,0,3,0,2
"1134655",2899,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1134656",2900,1,2,0,0,0,0,1,0,0,0,9,1,2,0,0,0,0
"1134657",2901,0,1,0,0,0,0,0,0,0,0,8,0,1,0,1,0,0
"1134658",2902,0,4,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"1134659",2903,0,9,4,0,0,0,0,1,0,0,15,0,0,0,0,0,0
"1134660",2904,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"1134661",2905,4,22,11,0,0,1,0,0,0,0,61,0,10,1,1,0,2
"1134662",2906,2,7,2,0,0,0,0,0,1,0,22,2,3,0,0,0,1
"1134663",2907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134664",2908,0,66,19,0,0,0,0,0,1,0,52,0,20,0,0,0,6
"1134665",2909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134667",2910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134673",2911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134674",2912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1134675",2913,1,3,1,0,0,0,0,0,0,0,4,0,1,0,0,1,0
"1134677",2914,0,20,5,0,0,0,0,1,1,0,34,0,9,0,0,0,8
"1134678",2915,0,5,1,0,0,0,0,1,0,0,6,0,3,0,0,0,1
"1150001",2916,1,22,33,1,8,2,5,0,0,0,23,2,6,0,0,1,3
"1150002",2917,0,21,25,1,1,3,1,1,0,0,16,0,4,0,0,2,2
"1150003",2918,1,24,13,0,1,0,2,0,0,0,15,0,5,0,0,0,5
"1150004",2919,0,25,15,1,0,0,2,0,0,0,14,0,4,0,1,0,3
"1150005",2920,0,2,2,0,0,0,0,0,0,0,3,1,0,0,0,0,1
"1150011",2921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150012",2922,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1150013",2923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1150017",2924,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1170001",2925,0,28,17,0,1,1,0,0,2,1,8,2,4,0,0,1,0
"1170002",2926,2,33,25,0,0,0,0,0,1,1,24,0,4,0,2,2,3
"1170003",2927,0,39,21,1,2,1,0,0,2,0,37,1,8,0,0,2,2
"1170004",2928,0,33,21,0,5,0,0,1,2,0,16,0,8,0,0,0,1
"1190001",2929,0,13,4,1,1,1,0,0,1,0,11,0,3,0,0,0,4
"1190003",2930,0,7,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"1190004",2931,0,11,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1
"1190005",2932,0,19,10,1,0,0,0,0,0,0,8,0,3,0,0,0,0
"1190007",2933,0,6,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"1190009",2934,0,7,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0
"1190010",2935,0,9,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"1211000",2936,0,69,26,0,0,0,0,0,5,0,34,2,15,0,0,0,10
"1211001",2937,0,26,14,0,1,0,0,0,1,0,35,0,10,0,0,1,4
"1211002",2938,0,5,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"1211003",2939,0,32,11,0,0,0,0,0,3,0,35,3,12,0,0,0,4
"1211004",2940,0,63,30,0,0,0,0,0,5,0,88,2,19,0,0,0,13
"1211005",2941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211006",2942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211007",2943,0,35,18,0,0,0,0,0,4,0,27,3,17,0,0,0,6
"1211008",2944,0,76,36,0,1,0,0,0,5,0,59,5,16,0,0,0,15
"1211009",2945,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
"1211010",2946,0,72,42,0,1,0,0,2,7,0,64,2,19,0,0,0,18
"1211011",2947,0,44,19,0,0,0,0,0,4,0,22,0,11,0,0,2,6
"1211012",2948,0,25,9,0,0,1,0,1,1,0,27,1,11,0,0,1,3
"1211013",2949,0,80,30,0,0,0,0,0,5,0,89,1,38,0,0,0,14
"1211014",2950,0,19,5,1,1,1,0,1,1,0,14,1,6,0,0,1,3
"1211015",2951,0,21,6,0,0,0,0,0,3,0,21,0,3,0,0,0,0
"1211016",2952,0,128,38,0,0,0,0,0,6,0,79,0,29,0,0,0,10
"1211017",2953,0,100,36,0,0,0,0,0,4,0,64,0,23,0,1,0,10
"1211018",2954,0,28,3,0,0,0,0,0,0,0,7,2,3,0,0,0,2
"1211019",2955,0,118,44,0,1,0,0,0,6,0,49,1,36,0,0,0,22
"1211020",2956,0,119,38,0,0,0,0,4,12,0,64,1,23,0,0,0,31
"1211021",2957,0,158,50,1,0,0,0,0,6,0,77,3,27,0,0,0,20
"1211022",2958,0,151,68,0,0,0,0,0,7,0,100,2,38,0,0,1,29
"1211023",2959,0,106,38,0,0,0,0,1,3,0,58,1,21,0,0,0,17
"1211024",2960,0,224,85,1,0,0,0,2,13,0,127,2,49,0,0,2,30
"1211025",2961,0,75,28,0,0,0,0,1,4,0,53,1,20,0,0,1,13
"1211026",2962,2,184,162,0,0,0,0,0,33,0,42,3,32,0,1,0,50
"1211027",2963,0,38,12,0,0,0,0,0,2,0,40,0,14,0,0,0,4
"1211028",2964,0,12,5,0,0,1,0,0,1,0,13,0,5,1,0,0,1
"1211029",2965,0,4,1,0,0,0,0,0,0,0,4,0,2,0,0,0,1
"1211030",2966,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211031",2967,1,154,48,1,0,0,0,3,5,0,146,2,53,0,0,1,18
"1211032",2968,0,222,79,0,0,0,0,1,20,0,118,2,66,0,0,0,36
"1211033",2969,0,135,44,0,0,0,0,3,7,0,62,2,27,0,1,1,20
"1211034",2970,0,40,11,0,0,0,0,0,2,0,37,0,15,0,0,0,5
"1211035",2971,1,139,47,0,0,1,1,4,4,0,147,3,33,0,1,2,12
"1211036",2972,0,212,47,2,0,0,0,1,10,0,119,1,66,0,0,1,25
"1211037",2973,0,96,19,1,0,0,0,0,3,0,60,2,22,0,0,0,8
"1211038",2974,0,51,13,0,0,0,0,0,2,0,46,2,14,1,0,1,11
"1211039",2975,0,32,9,0,0,0,0,0,1,0,25,1,9,0,0,0,4
"1211040",2976,0,47,7,0,0,0,0,0,1,0,43,0,12,0,0,0,6
"1211041",2977,0,205,49,0,0,0,0,1,10,0,128,1,51,0,0,0,24
"1211042",2978,1,133,30,1,0,0,0,4,2,0,90,1,30,0,0,0,11
"1211044",2979,1,57,25,0,0,0,0,1,3,0,37,0,17,0,0,1,9
"1211045",2980,1,132,48,0,0,0,0,2,8,0,88,0,39,0,0,0,24
"1211046",2981,0,18,12,0,0,0,0,1,4,0,25,0,4,0,0,0,3
"1211047",2982,1,240,48,2,0,0,0,2,7,2,164,7,71,0,0,2,21
"1211048",2983,1,239,42,1,2,0,0,1,6,0,183,2,58,0,0,5,22
"1211049",2984,0,207,74,1,1,1,0,0,9,0,145,5,52,0,0,0,21
"1211050",2985,0,18,5,0,0,0,0,0,1,0,12,0,5,0,0,0,2
"1211051",2986,0,21,6,0,0,0,0,0,2,0,15,0,7,0,0,0,3
"1211052",2987,0,110,22,0,0,0,0,1,3,0,75,1,25,0,0,1,7
"1211053",2988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1211054",2989,0,89,29,0,0,0,0,0,5,0,99,1,34,0,0,1,12
"1211055",2990,0,48,13,1,1,0,0,1,1,0,30,3,10,0,0,0,4
"1211056",2991,0,53,25,0,0,0,0,0,5,0,65,1,29,0,0,0,8
"1211057",2992,0,21,8,0,0,0,0,1,2,0,45,0,17,0,0,0,3
"1211058",2993,0,71,28,0,0,0,1,3,4,1,153,4,51,0,0,0,11
"1211059",2994,0,131,54,0,0,0,0,1,16,0,210,2,95,1,1,2,23
"1211060",2995,0,48,35,0,0,0,2,1,9,0,133,4,48,0,0,1,11
"1211061",2996,0,107,48,0,1,0,1,5,10,0,292,4,92,0,2,1,23
"1211062",2997,1,119,44,1,2,0,0,0,15,0,314,2,128,0,0,2,17
"1211063",2998,0,80,38,1,0,0,0,2,8,0,90,2,48,0,2,2,17
"1211064",2999,1,185,52,0,0,0,0,2,26,0,226,4,149,0,0,4,42
"1211065",3000,1,31,10,0,0,0,0,1,3,0,45,3,17,0,1,0,6
"1211066",3001,0,5,2,0,0,0,0,0,0,0,11,0,4,0,0,0,1
"1211172",3002,2,163,163,1,0,0,0,1,38,0,26,5,31,0,1,0,52
"1211224",3003,0,36,9,0,0,0,0,0,3,0,25,1,12,0,0,0,5
"1211225",3004,0,37,10,0,0,0,0,0,1,0,25,1,9,0,0,0,5
"1212067",3005,0,54,10,0,0,0,0,0,4,0,83,4,26,0,0,0,7
"1212068",3006,1,186,61,0,1,0,0,1,4,0,132,4,46,1,0,0,20
"1212069",3007,0,121,30,0,0,0,0,0,6,0,108,0,52,0,0,0,27
"1212070",3008,0,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1212071",3009,0,180,65,0,0,0,0,2,25,0,165,0,48,0,1,0,34
"1212072",3010,0,139,52,0,1,0,0,1,6,0,137,4,49,1,0,0,23
"1212073",3011,2,137,44,1,0,0,0,1,8,0,156,2,39,0,0,2,15
"1212074",3012,1,91,34,0,0,0,0,0,10,0,62,1,28,0,1,1,13
"1212075",3013,0,18,13,0,0,0,0,0,2,0,25,4,6,0,0,0,3
"1212076",3014,1,156,35,0,0,0,0,1,1,0,114,3,36,1,0,1,11
"1212077",3015,0,160,34,0,0,0,0,2,4,0,151,1,41,0,0,0,16
"1212078",3016,0,75,26,1,1,0,0,1,2,1,72,1,26,0,0,0,18
"1212079",3017,0,132,64,1,2,0,0,1,9,0,68,3,20,0,0,1,33
"1212080",3018,0,130,49,0,0,0,0,3,6,0,76,2,21,0,1,1,17
"1212081",3019,0,148,59,0,1,0,0,1,4,1,98,1,43,0,0,2,26
"1212082",3020,0,50,16,0,0,0,0,0,2,0,28,0,15,0,0,0,8
"1212083",3021,0,83,25,0,0,0,0,1,5,0,51,0,22,0,0,0,15
"1212084",3022,0,116,63,0,2,0,0,2,10,0,120,4,45,0,0,0,27
"1212085",3023,1,178,56,0,0,0,0,4,14,0,129,2,73,0,0,0,34
"1212086",3024,0,148,35,0,1,1,0,4,9,0,119,5,33,1,0,1,11
"1212087",3025,0,164,52,0,0,0,0,0,6,0,167,2,57,0,0,6,32
"1212088",3026,0,82,32,0,0,0,1,3,0,0,126,1,34,0,0,0,8
"1212089",3027,0,125,54,0,0,1,0,0,8,0,67,4,24,0,0,2,31
"1212090",3028,1,161,57,1,1,1,0,2,14,0,183,2,50,0,0,2,16
"1212091",3029,0,206,130,0,0,0,0,1,13,0,106,2,43,0,1,1,33
"1212092",3030,0,97,30,0,0,0,0,4,6,0,189,4,60,0,0,2,21
"1212093",3031,0,8,3,0,0,0,0,0,0,0,20,0,5,0,0,0,0
"1212094",3032,1,147,37,1,0,0,0,1,6,0,108,2,38,0,0,1,17
"1212095",3033,1,139,58,1,0,0,0,2,14,0,57,3,39,0,1,0,30
